subjID	type	choice	reward
03	34	3	1
03	56	6	-1
03	12	1	1
03	12	1	1
03	34	4	-1
03	34	3	-1
03	34	4	-1
03	12	2	1
03	56	6	1
03	12	2	-1
03	56	6	1
03	12	2	-1
03	34	4	-1
03	34	4	-1
03	34	4	-1
03	56	6	1
03	56	6	-1
03	56	6	1
03	12	2	-1
03	12	2	-1
03	12	2	-1
03	12	1	1
03	12	1	-1
03	34	4	-1
03	56	6	1
03	12	2	-1
